time,open,high,low,close,volume
31 Dec 2020 23:0:0,28966.36,29143.73,28910.19,29100.84,1438.506326
31 Dec 2020 22:0:0,29126.71,29169.55,28900.79,28966.36,2524.473111
31 Dec 2020 21:0:0,28897.84,29139.65,28862,29126.7,1936.480299
31 Dec 2020 20:0:0,28872.24,29000,28742.41,28897.83,2293.821339
31 Dec 2020 19:0:0,28571.97,28898,28424.56,28872.25,2579.419408
31 Dec 2020 18:0:0,28382.47,28723.68,28362,28571.97,2435.556988
31 Dec 2020 17:0:0,28782.01,28822.59,28311,28380.6,2970.381406
31 Dec 2020 16:0:0,28371.52,28840.26,28369.53,28770,3793.597205
31 Dec 2020 15:0:0,28519.25,28523.47,28111.25,28371.51,3624.618531
31 Dec 2020 14:0:0,28617.65,28635.9,27850,28519,7710.029652
31 Dec 2020 13:0:0,28910.29,28989.03,28400,28617.6,4468.902001
31 Dec 2020 12:0:0,29136.49,29140,28888.43,28910.3,2148.684437
31 Dec 2020 11:0:0,28989.99,29168.37,28960.17,29136.49,2032.739844
31 Dec 2020 10:0:0,28926.32,29067.82,28580,28989.99,2954.209454
31 Dec 2020 9:0:0,29155.24,29210.83,28780,28926.31,3372.849195
31 Dec 2020 8:0:0,28859.02,29285,28859.02,29155.25,3192.082973
31 Dec 2020 7:0:0,28972.2,29074.22,28849.5,28859.01,2126.653406
31 Dec 2020 6:0:0,29028.34,29031.66,28738.1,28972.2,2155.466623
31 Dec 2020 5:0:0,29024.01,29185,28824.61,29028.35,2767.843373
31 Dec 2020 4:0:0,28720.48,29147.75,28711.06,29024,2583.086498
31 Dec 2020 3:0:0,28743.58,28792.76,28600.38,28720.49,1906.355789
31 Dec 2020 2:0:0,29120.5,29177.41,28120.67,28743.57,6991.539806
31 Dec 2020 1:0:0,28875.55,29300,28869.78,29120.51,5524.788189
31 Dec 2020 0:0:0,28704,28911.52,28630,28875.54,2183.214308
30 Dec 2020 23:0:0,28875.21,28903.93,28571.84,28703.88,1915.683224
30 Dec 2020 22:0:0,28785.67,28980,28534.7,28875.21,3551.040384
30 Dec 2020 21:0:0,28776.45,28996,28603.24,28785.67,4271.327517
30 Dec 2020 20:0:0,28510.86,28900.05,28444,28776.46,7242.879514
30 Dec 2020 19:0:0,28239.68,28530,28239.68,28510.86,3992.536754
30 Dec 2020 18:0:0,28153.77,28309.88,28050,28239.69,2913.702617
30 Dec 2020 17:0:0,28153.75,28240.37,27887,28153.78,3010.36422
30 Dec 2020 16:0:0,28182.98,28291.82,27984.19,28153.76,3130.428068
30 Dec 2020 15:0:0,27871.05,28184.44,27871.05,28182.98,2539.685081
30 Dec 2020 14:0:0,27858.72,28167.21,27768.7,27869.61,3488.99624
30 Dec 2020 13:0:0,27836.95,27934.43,27577,27858.73,2466.711317
30 Dec 2020 12:0:0,27850.02,27947.92,27595.43,27838.82,2876.275382
30 Dec 2020 11:0:0,27855.91,28063.97,27742.43,27850.02,3071.004408
30 Dec 2020 10:0:0,27732.86,27898.63,27320,27855.91,5325.645882
30 Dec 2020 9:0:0,28389.02,28579.92,27559.23,27732.3,7768.614024
30 Dec 2020 8:0:0,28379.99,28598.74,28270,28386.62,3640.044035
30 Dec 2020 7:0:0,28016.74,28577.56,27933,28380,6656.995722
30 Dec 2020 6:0:0,27897.49,28159,27828.28,28016.74,2801.276547
30 Dec 2020 5:0:0,28066.57,28205.37,27722.22,27897.49,4097.645694
30 Dec 2020 4:0:0,28000,28239,27814.67,28065.54,5193.970035
30 Dec 2020 3:0:0,27615.84,28000,27498.92,27999.14,4435.195512
30 Dec 2020 2:0:0,27630.75,27720,27530.89,27615.85,2038.146799
30 Dec 2020 1:0:0,27385,27837.71,27374.87,27630.74,6744.674542
30 Dec 2020 0:0:0,27048.34,27410,26945.57,27385,3514.18197
29 Dec 2020 23:0:0,26911.36,27117,26893.78,27048.32,1592.319294
29 Dec 2020 22:0:0,26990,27200.87,26820.38,26913.12,3772.220307
29 Dec 2020 21:0:0,26931.51,27000,26743.42,26989.63,2729.835307
29 Dec 2020 20:0:0,26591.38,26943.89,26505.94,26931.62,2869.955311
29 Dec 2020 19:0:0,26621.08,26749.82,26565.01,26591.29,2628.086958
29 Dec 2020 18:0:0,26428.1,26628.98,26243.5,26621.46,3245.094479
29 Dec 2020 17:0:0,26615.28,26625.99,26204.99,26430.84,4570.55134
29 Dec 2020 16:0:0,26664.49,26734.4,26433,26614.97,2674.218288
29 Dec 2020 15:0:0,26880.01,26902.22,26600.65,26664.49,2589.537729
29 Dec 2020 14:0:0,26893.22,26977.16,26730,26880,2050.083026
29 Dec 2020 13:0:0,26874.55,27100,26858.51,26893.22,3680.930227
29 Dec 2020 12:0:0,26741.04,26900,26565.13,26876.4,2525.697408
29 Dec 2020 11:0:0,26586.94,26860,26586.43,26741.03,2462.676666
29 Dec 2020 10:0:0,26660.6,26745,26521.14,26590.6,2098.540729
29 Dec 2020 9:0:0,26436.53,26765.35,26434.49,26660.36,3037.226787
29 Dec 2020 8:0:0,26356.23,26462.94,26145.46,26435.63,1893.972433
29 Dec 2020 7:0:0,26452.4,26533.3,26264.52,26356.22,2499.720476
29 Dec 2020 6:0:0,26489.07,26492,25880,26452.18,5229.123806
29 Dec 2020 5:0:0,26445.5,26583.65,26203,26487.62,4009.670567
29 Dec 2020 4:0:0,26858.37,26863.07,26433.78,26444.6,3296.209686
29 Dec 2020 3:0:0,26829.64,26949.07,26727.25,26858.37,1421.315568
29 Dec 2020 2:0:0,26811.27,26857.01,26636.92,26830.53,2422.604054
29 Dec 2020 1:0:0,27079.42,27116.78,26758.88,26811.29,2597.82019
29 Dec 2020 0:0:0,26891.69,27163.77,26836.01,27079.41,2768.612894
28 Dec 2020 23:0:0,26627.31,26940.95,26415.09,26891.69,3469.118617
28 Dec 2020 22:0:0,26866.97,26958.64,26620.4,26627.3,2273.350343
28 Dec 2020 21:0:0,26996.73,27098.38,26678,26866.97,3655.910748
28 Dec 2020 20:0:0,27022.83,27196.09,26945.39,26996.74,2406.532046
28 Dec 2020 19:0:0,27140.89,27228.53,26898,27023.55,2852.856848
28 Dec 2020 18:0:0,27066.43,27236.71,27021.21,27140.96,2273.552726
28 Dec 2020 17:0:0,26916.32,27157.31,26743,27066.44,3763.682598
28 Dec 2020 16:0:0,27276.13,27320,26830.16,26916.32,4219.101376
28 Dec 2020 15:0:0,27249.22,27355,27130.02,27276.11,3246.960232
28 Dec 2020 14:0:0,27097.27,27500,27097.27,27249.22,5710.93308
28 Dec 2020 13:0:0,26859.07,27145.27,26711.57,27097.28,4004.099943
28 Dec 2020 12:0:0,26720.02,26889.71,26609.51,26859.07,2728.046624
28 Dec 2020 11:0:0,26835.84,26922.28,26557.73,26720.58,3512.779345
28 Dec 2020 10:0:0,26936.25,27000,26750.66,26835.83,2573.746758
28 Dec 2020 9:0:0,27001.32,27080,26705.41,26937.88,3589.348389
28 Dec 2020 8:0:0,27056.15,27200,27001.31,27001.31,3529.362692
28 Dec 2020 7:0:0,26942.62,27100,26830,27057.63,2358.011262
28 Dec 2020 6:0:0,26864.1,27153.9,26798.94,26942.62,2718.529802
28 Dec 2020 5:0:0,27275.66,27332,26848.57,26864.11,2359.438023
28 Dec 2020 4:0:0,27082.52,27290,26918.51,27275.65,2446.265062
28 Dec 2020 3:0:0,27060.42,27169.64,26910.27,27085,2603.469473
28 Dec 2020 2:0:0,26877.69,27356.3,26800.01,27062,5307.912926
28 Dec 2020 1:0:0,26281.54,26976,26101,26877.7,5350.120689
28 Dec 2020 0:0:0,26521.14,26713.96,26219,26281.66,3731.595145
27 Dec 2020 23:0:0,26404.45,26699.99,26263.2,26521.14,3178.037508
27 Dec 2020 22:0:0,26219.88,26512,25700,26400.97,8265.396847
27 Dec 2020 21:0:0,27081.98,27095.18,26174.58,26223.51,6281.804915
27 Dec 2020 20:0:0,27062.67,27296.28,26987.84,27081.67,3438.485815
